,DESCR,RAMEAU_concepts2
35,"La Violence de l'interprétation : du pictogramme à l'énoncé, L&apos;activité de représentation est la tâche commune aux trois systèmes, ou processus, co-présents dans l&apos;espace psychique : son but est de métaboliser en un &quot;élément&quot; homogène à la structure de chaque système un &quot;élément&quot; de nature hétérogène. Ces trois systèmes sont l&apos;originaire, le primaire, le secondaire : le pictogramme, le phantasme, l&apos;énoncé sont les trois représentations qu&apos;on leur doit. Originaire et pictogramme manifestent les conséquences de l&apos;emprunt qu&apos;ils font au modèle de l&apos;activité sensorielle : la relation psyché-corps, les concepts de zone érogène et de plaisir pulsionnel doivent dès lors être repensés. A la représentation pictographique et à la représentation phantasmagorique de la relation psyché-monde fera suite la représentation idéique, œuvre du Je. Il lui incombera de poser entre le Je et les objets présents sur la scène du monde un ordre de causalité conforme à la logique du discours : condition nécessaire à leur investissement par cette instance. Le concept de violence primaire se réfère à l&apos;effet d&apos;anticipation qu&apos;impose à la psyché de l&apos;infans le discours du porte-parole (la mère), violence aussi radicale que nécessaire. L&apos;excès de cette même violence est, à l&apos;inverse, le principal facteur pouvant induire chez celui qui le subit la fuite dans le délire. Au fondement du discours du schizophrène et du paranoïaque, on retrouvera un énoncé sur l&apos;origine qui fait appel à un ordre de causalité non conforme à celui du discours culturel : cet énoncé, autocréation du Je, est appelé la pensée délirante primaire. En délirant le Je reconstruit une réalité historique qui le concerne, dont il ne peut nier les conséquences et qu&apos;il ne peut déclarer a-sensée : à ce prix il préservera ce pouvoir de parole et cette exigence d&apos;interprétation qu&apos;on appelle délire. Au fondement du discours du schizophrène et du paranoïaque, on retrouvera un énoncé sur l&apos;origine qui fait appel à un ordre de causalité non conforme à celui du discours culturel : cet énoncé, autocréation du Je, est appelé la pensée délirante primaire. En &quot;délirant&quot; le Je reconstruit une réalité historique qui le concerne, dont il ne peut nier les conséquences et qu&apos;il ne peut déclarer a-sensée : à ce prix il préservera ce pouvoir de parole et cette exigence d&apos;interprétation qu&apos;on appelle délire. ____","['027583570#Paranoïa', '027411257#Schizophrénie', '028017358#Fantasmes_originaires', '027445364#Délire']"
36,"Pétrole : le vrai dossier, Que dissimulent les événements que nous avons traversés, qui mettent en jeu notre approvisionnement énergétique et à rude épreuve les entreprises pétrolières ? Quelles issues peuvent s&apos;offrir aux pays importateurs d&apos;énergie, qu&apos;ils soient industrialisés ou en voie de développement ? Voici des pages qui abordent en profondeur les problèmes posés à l&apos;industrie pétrolière à un moment où elle doit surmonter des obstacles redoutables. [4e de couv.] ____",['027428958#Crise_économique_(1973)']
37,"Analyse théorique et moyens de prévision de la couche limite turbulente tridimensionnelle, PRINCIPES D&apos;ETUDE GENERAUX. SCHEMAS DE TURBULENCE. SOLUTION DE SIMILITUDE (SOLUTION ASYMPTOTIQUE). APPLICATION DANS UNE METHODE DE CALCUL INTEGRALE. ETUDE D&apos;ECOULEMENTS IDEALISES (AILE EN FLECHE D&apos;ENVERGURE INFINIE), RESOLUTION DES EQUATIONS DE COUCHE LIMITE, GLOBALES ET LOCALES; EXEMPLES D&apos;APPLICATION. LES EQUATIONS DES COUCHES LIMITES TRIDIMENSIONNELLES SONT RESOLUES EN ETENDANT AU CAS TRIDIMENSIONNEL UN SCHEMA DE LONGUEUR DE MELANGE AMELIORE, APPLIQUE ANTERIEUREMENT AUX COUCHES LIMITES BIDIMENSIONNELLES ____",['027701514#Théorie_de_la_prévision']
38,"One two two, Saint-Simon au bordel... Fabienne Jamet, sentimentale, sûre d&apos;elle, mordante, poétique, exaspérante, tendre, claivoyante, vitriolante, règne sur le One Two Two de 1930 à 1946. Hommes politiques, artistes, gangsters, financiers, ducs, rois, anonymes défilent dans les salons et les chambres du 122 de la rue de Provence. L&apos;œil de Fabienne les détaille aussi crûment qu&apos;un microscope. Passions. Faiblesses. rencontres. Histoire d&apos;une dame galante ? Vie et mort du One Two Two ? Tout cela et plus. Les évènements - février 34, le Front populaire, la débâcle de 40 - sont décrits dans leurs répercussions sur « sa maison ». C&apos;est l&apos;Histoire de France vue par l&apos;œil-de-bœuf d&apos;un bordel. Une main de velours dans un gantelet de fer... Vingt-deux chambres décorées, soixante-cinq femmes... Trois cents clients par jour. 1940. Le pays, l&apos;Europe s&apos;écroulent. Le One Two two demeure. Fabienne n&apos;abandonne pas : elle tente de survivre. Image de cette nation désespérée telle que l&apos;ont montrée Harris et Sédouy dans le Chagrin et la Pitié. la France n&apos;a plus, hélas, qu&apos;un client : l&apos;armée allemande. 1946. la guerre est gagnée. le monde est libre. En France, une loi ferme les « maisons ». la démocratie commence souvent par des interdictions. Dans les clandés de province ou les hôtels de passe de Paris, Fabienne Jamet drive ses filles comme au temps du One. Noblesse oblige. ____","['189110325#Maisons_de_prostitution', '027241432#Prostitution']"
39,"Le nucléaire en questions : entretien avec Claude-Marie Vadrot, Face aux affirmations de l&apos;EDF, du gouvernement et des technocrates en ce milieu des années 1970, devant la perspective d&apos;une France couverte de centrales nucléaires, les Français s&apos;inquiètent. Trente questions, trente réponses, le Professeur Pierre Samuel fait le point sur les dangers techniques, économiques et politiques. Pour aider tous ceux qui, comme lui, doutent du bien-fondé du pari nucléaire. Dans ses entretiens avec Claude-Marie Vadrot, journaliste au Canard Enchaîné, il nous livre son expérience d&apos;homme de science et de militant des « Amis de la Terre ». Un dialogue volontairement simple car, loin d&apos;être l&apos;apanage des spécialistes, le débat sur l&apos;énergie nucléaire doit être ouvert à chacun dentre nous. ____","['027797015#Aspect_sanitaire', '028728203#Mouvement_antinucléaire', '027233219#Énergie_nucléaire']"
40,"Magie : aspects de la tradition occidentale, La magie se situe au cœur de la tradition occulte de l&apos;occident. Voici quelques figures majeures qui ont occupé le théâtre de la magie. Cette histoire de la magie est augmenté de définitions et d&apos;illustrations des principaux &quot;courants&quot; existant dans l&apos;art occulte. ____",['027238210#Magie']
41,"Rousseau et Marx : et autres essais de critique matérialiste, Voici pour la première fois un texte de Della Volpe traduit en français. Mal connu jusqu&apos;ici, victime des pires malentendus, Della Volpe alimentait la rumeur, mais sans nourrir le débat. Alors que c&apos;est là peut-être, en direction de ce type de textes, des concepts qui les portent et du courant qu&apos;ils incarnent, que devront aller chercher ceux qui estiment encore qu&apos;il y a du côté de chez Marx quelque chose à découvrir pour la nouvelle philosophie... On pourra lire ce livre comme la confrontation spectaculaire de deux grandes figures de la tradition, rencontre d&apos;un égalitarisme qui déjà échappait à la problématique des Lumières et d&apos;un socialisme qui enfin échappait aux mirages de l&apos;utopie. Ou bien encore comme la synthèse, éternellement postulée, toujours pourtant différée, et peut-être  cette fois opérée, du thème de la liberté et de celui de l&apos;égalité, de la démocratie libérale et de la démocratie socialiste. Tout cela dans un horizon historique précis, celui du XXe Congrès et de la déstalinisation.  ____","['027300595#Matérialisme_dialectique', '027300609#Matérialisme']"
42,"La responsabilité des constructeurs, Ce livre apporte la documentation jurisprudentielle, doctrinale et légale concernant l&apos;acte de construire ____",['027466868#Droit']
43,"Mathématiques de base pour les linguistes, La fonction essentielle de ce livre est de faire le point à propos d&apos;un certain nombre de notions volontairement limitées à celles qui apparaissent les plus indispensables en linguistique : algèbre des ensembles, théorie des graphes,... et à propos d&apos;un langage : celui du mathématicien ____","['027791815#Méthodes_graphiques', '02723875X#Mathématiques', '027236005#Linguistique', '027789853#Étude_et_enseignement', '027315428#Théorie_des_graphes', '027236641#Linguistique_mathématique', '027355330#Théorie_des_ensembles']"
44,"La famille, l'enfant et l'éducation en France et en Grande-Bretagne du XVIe au XVIIIe siècle, Aspects culturels, sociaux, juridiques de ce parallèle entre l&apos;histoire de l&apos;évolution des moeurs familiales en France et en Grande Bretagne de la Renaissance à la Révolution ____","['027258556#Famille', '027354865#Éducation_des_enfants', '02726470X#Histoire']"
45,"700  métiers selon vos goûts, Recherche des professions aptes à satisfaire les motivations les plus fréquemment exprimées par les jeunes : leurs caractéristiques, les études qui y conduisent. Un guide efficace dans le maquis du monde du travail ____","['027244393#Orientation_professionnelle', '027262901#Professions']"
46,"Problèmes de la cure psychanalytique aujourd'hui : us et abus de la psychanalyse, Ancien Président de la Société Française de Médecine Psychosomatique et de la Société « L’Evolution Psychiatrique », membre titulaire de la Société Psychanalytique de Paris, le Docteur René – R. Held a réuni dans le présent volume certains travaux qui sont d’hier avec quelques autres d’aujourd’hui. Mais quelques-unes des questions posées il y a vingt ans, ou plus récemment, restent encore sans réponse, comme celles qu’on peut se poser de nos jours peuvent toujours donner matière à réflexion. Le lecteur sera confronté ici avec un ensemble cohérent, toujours d’actualité, qui le mènera, par exemple, du rêve aux us et abus de la psychanalyse, telle que la pratiquent aujourd’hui les différentes écoles ayant pris leurs distances les unes par rapport aux autres ces dernières décennies. Il retrouvera avec profit et plaisir, qu’il soit psychanalyste dans sa pratique quotidienne ou seulement désireux de parfaire sa culture générale, le style alerte et la vaste expérience clinique de l’auteur. ____","['027239055#Médecine_psychosomatique', '027241505#Psychanalyse', '027656187#Pratique_psychanalytique']"
